# Start	Stop	Step	Count Time
# 770.000000	774.500000	0.500000	2.000000
# 775.000000	787.800000	0.200000	4.000000
# 788.000000	792.000000	0.500000	2.000000
# 792.500000	802.000000	0.200000	2.000000
770.000000	2.000000
770.500000	2.000000
771.000000	2.000000
771.500000	2.000000
772.000000	2.000000
772.500000	2.000000
773.000000	2.000000
773.500000	2.000000
774.000000	2.000000
774.500000	2.000000
775.000000	4.000000
775.200000	4.000000
775.400000	4.000000
775.600000	4.000000
775.800000	4.000000
776.000000	4.000000
776.200000	4.000000
776.400000	4.000000
776.600000	4.000000
776.800000	4.000000
777.000000	4.000000
777.200000	4.000000
777.400000	4.000000
777.600000	4.000000
777.800000	4.000000
778.000000	4.000000
778.200000	4.000000
778.400000	4.000000
778.600000	4.000000
778.800000	4.000000
779.000000	4.000000
779.200000	4.000000
779.400000	4.000000
779.600000	4.000000
779.800000	4.000000
780.000000	4.000000
780.200000	4.000000
780.400000	4.000000
780.600000	4.000000
780.800000	4.000000
781.000000	4.000000
781.200000	4.000000
781.400000	4.000000
781.600000	4.000000
781.800000	4.000000
782.000000	4.000000
782.200000	4.000000
782.400000	4.000000
782.600000	4.000000
782.800000	4.000000
783.000000	4.000000
783.200000	4.000000
783.400000	4.000000
783.600000	4.000000
783.800000	4.000000
784.000000	4.000000
784.200000	4.000000
784.400000	4.000000
784.600000	4.000000
784.800000	4.000000
785.000000	4.000000
785.200000	4.000000
785.400000	4.000000
785.600000	4.000000
785.800000	4.000000
786.000000	4.000000
786.200000	4.000000
786.400000	4.000000
786.600000	4.000000
786.800000	4.000000
787.000000	4.000000
787.200000	4.000000
787.400000	4.000000
787.600000	4.000000
787.800000	4.000000
788.000000	2.000000
788.500000	2.000000
789.000000	2.000000
789.500000	2.000000
790.000000	2.000000
790.500000	2.000000
791.000000	2.000000
791.500000	2.000000
792.000000	2.000000
792.500000	2.000000
792.700000	2.000000
792.900000	2.000000
793.100000	2.000000
793.300000	2.000000
793.500000	2.000000
793.700000	2.000000
793.900000	2.000000
794.100000	2.000000
794.300000	2.000000
794.500000	2.000000
794.700000	2.000000
794.900000	2.000000
795.100000	2.000000
795.300000	2.000000
795.500000	2.000000
795.700000	2.000000
795.900000	2.000000
796.100000	2.000000
796.300000	2.000000
796.500000	2.000000
796.700000	2.000000
796.900000	2.000000
797.100000	2.000000
797.300000	2.000000
797.500000	2.000000
797.700000	2.000000
797.900000	2.000000
798.100000	2.000000
798.300000	2.000000
798.500000	2.000000
798.700000	2.000000
798.900000	2.000000
799.100000	2.000000
799.300000	2.000000
799.500000	2.000000
799.700000	2.000000
799.900000	2.000000
800.100000	2.000000
800.300000	2.000000
800.500000	2.000000
800.700000	2.000000
800.900000	2.000000
801.100000	2.000000
801.300000	2.000000
801.500000	2.000000
801.700000	2.000000
801.900000	2.000000
802.100000	2.000000
